show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s4945,Movie,Good Grief It's Friday,Michael Shaun Patterson,"Christopher Michael Clark, Melanie Case, Elise Alexandra, Tara Dawn Winstone, Mason Cromwell, Patricia Hammond, Cheyne Finn, Melissa McKeon",,,2021,16+,129 min,"Drama, Suspense","In This crime drama about murder, seduction and corrupt cops, Private Investigator Philip Chandler tries to keep his practice alive by locating a million dollar necklace for a beautiful and wealthy client. At every turn he learns everyone has a secret."
s4946,Movie,Golmaal,Dhyanesh Bhalekar,"Bharat Jadhav, Jitendra Joshi, Amruta Khanvilkar, Rahul Gore, Mahesh Kokate, Atul Parchure, Sunil Tawde",,,2005,ALL,138 min,Comedy,"Roommates Raj and Soham are in love with Purva (Amruta Khanvilkar), a modern girl with few friends in the city. Purva works at a coffee shop post her college. Dheeru an imposter and Madhav a regular customer in the coffee shop are also in love with Purva. Everyone wants to impress Purva by playing dirty tricks on each other. Who will get the girl? This competition to get love entertains all."
s4947,Movie,Garden of Eden,Benn Flore,"Leo Adriaansen, Sven Reinieren",,,2020,ALL,53 min,"Drama, Kids, Special Interest","To eat better leftovers from restaurant La Vérité's garbage bin, homeless Betrand and his 12-year-old refugee protege secretly drop cooking tips in the restaurant letterbox. These make its discriminating owner famous."
s4948,TV Show,Duky the Little Fox,,,,,2019,7+,1 Season,"Action, Animation, Kids","Duky, a little 5-year-old fox who together with his friends will face great challenges that only through values can they overcome."
s4949,Movie,Dream Boy,Rajesh Kannaparthi,"Sai teja, Harini Reddy, Dhan Raj, Hema, Surya",,,2021,16+,139 min,"Comedy, Drama, Romance",A boy with a high ambitions wants to lead the life D Way he Loves. With supporting parents he writes scripts for movies. He gets dreams in sleep and which will come come across in life. On that lines he gets a girlfriend. With the support of 4 friends he try to fulfil his dream of getting a diamond necklace from dead body's coat in tomb
s4950,Movie,Cut The Rope: Om Nom Stories - Challenging Games,"Arthur Merkulov, Nikita Yurov, Vladimir Gerasimov",Om Nom,,,2021,ALL,41 min,"Animation, Kids","Any of the episodes in this compilation can be used to create your own game: challenge yourself to count Om Nom's smiles, to find stars or imagine your own dialogs! Or just enjoy the games that Om Nom, Om Nelle and Nibble Nom play!"
s4951,Movie,Chhoti Bahu,K.B. Tilak,"Rajesh Khanna, Sharmila Tagore, Nirupa Roy, I.S. Johar, Shashikala, Mehmood Jr., Tarun Bose, Shivraj, Paidi Jairaj, Satyendra Kapoor, Madhumati, Jayshree T., Moolchand, Sarika",,,1971,ALL,137 min,"Drama, Kids","Chhoti Bahu Is A Superhit Bollywood Hindi Drama Movie, Directed By K.B. Tilak, Starring Sharmila Tagore, Rajesh Khanna, Nirupa Roy and I. S. Johar In The Lead Roles. Madhu Agrees To Marry Radha. Later, When He Learns That She Suffers From A Serious Illness Which Can Only Be Cured After She Gives Birth To A Child, His Life Turns Upside Down."
s4952,Movie,Chelli Kosam,RK SANTOSH,"VENKATA SATYA, SIRISHA REDDY",,,2021,13+,22 min,"Drama, Kids",Satya is loving his sister Kavya and caring for and Supporting her in every moment. But their Parents not interested to send city studies. But Satya was a responsible brother and convinced them to send her college studies to the city. the city Mafia team suddenly kidnapped Satya. and Finally how he transformed his village character to Other Role which is the main suspense of the soul of the story
s4953,Movie,Catching Up,Bill Crossland,"Bill Crossland, Francesca Carpanini, Isabella Pisacane, Sam Daly, Johnathan Fernandez",,,2020,18+,107 min,"Comedy, Drama, Romance",A man with muscular dystrophy (Bill Crossland) struggles to win the love of his able-bodied crush (Isabella Pisacane).
s4954,Movie,Breach,John Suits,"Bruce Willis, Cody Kearsley, Rachel Nichols, Kassandra Clementi, Johnny Messner, Corey Large, Callan Mulvey, Timothy V. Murphy, Johann Urb, Angela Plagmann, Ralf Moeller, Thomas Jane",,,2020,R,93 min,"Action, Adventure, Suspense","Bruce Willis stars in the action-packed, Sci-fi thriller. Fleeing a devastating plague on Earth, an interstellar ark comes under attack from new threat; a shape-shifting alien force intent on slaughtering what is left of humanity."
s4955,Movie,Blacksmith,"Frank DiCesare, Mahmoud Salimi",Rob Flurry,,,2017,ALL,16 min,Documentary,"""Blacksmith"" is a 15-minute documentary that highlights the work of Rob Flurry, the resident blacksmith at the Spindletop-Gladys City Boomtown Museum in Beaumont, Texas."
s4956,Movie,Bandhan,Narendra Bedi,"Rajesh Khanna, Mumtaz, Anju Mahendru, Jeevan, Kanhaiyalal Chaturvedi, Achala Sachdev, Aruna Irani",,,1968,13+,150 min,"Arts, Entertainment, and Culture, Drama",A wastrel father and his righteous son have a showdown and the son is charged with his father's murder. Court-room drama follows as friends and family aren't sure whom to believe and testify for.
s4957,Movie,Babyface,Jack Blum,"Lenore Zann, Elisabeth Rosen, James Gallanders",,,1998,18+,112 min,Drama,"Margaret is an over-sexed, single mother in her early thirties, working in a Toronto laundromat. She meets Jim, 10 years her junior, who encourages her to have a stable relationship. Margaret's 13-year-old daughter, Lisa, moves with them, she immediately begins competing with her daughter for Jim's attention. Soon Jim and Lisa embark on a clandestine affair."
s4958,Movie,Axeman At Cutter's Creek,Joston Theney,"Elissa Dowling, Joston Theney, Tiffany Shepis, Brinke Stevens, Jamie Bernadette, Scot Pollard, Stephen Eith, Chantelle Albers, Erin Marie Hogan, Eliza Kiss, Nihilist Gelo, Carlos Javier Castillo, Ray Trickitt, Paula Tracey Wilson",,,2021,18+,78 min,Horror,Nine vacationing twenty-somethings are hunted by an ax-wielding local legend.
s4959,Movie,Atma Vasikaranam,Vimal Vasthav,"Lokesh nayak, P. Vishal, Rohith, Ruchira, Yamini, Divya",,,2021,18+,113 min,"Drama, Horror, Romance",A boy who murders a father and became a aghora and also kill his guru and he also committed a rape and murder a girl. Finally he made deal with a ghost.. What's the actual story and how he become and aghora and why he committed crime..?
s4960,Movie,Aparajito,Satyajit Ray,"Karuna Banerjee, Santi Gupta, Rani Bala, Keya Sengupta, Kanu Banerjee, Ajay Mitra",,,1956,ALL,100 min,Drama,"After the death of his father, Apu leaves his mother and goes to Kolkata to study. His mother falls sick but she doesn't let the news get to him, because it would affect his academics."
s4961,Movie,And There Were 4,Saquan Jones,"Shadner Ifrene, Mysonne Linen, Rashad Bashir, Damion Lee",,,2018,18+,84 min,"Action, Drama","Joel, an actor who plays a superhero named, Thrill (who can be best described as the Superman of this universe on a successful television show) finds his life in turmoil when a disagreement forces him to leave his home."
s4962,Movie,Waiting for the Sea,Bakhtier Khudoynazarov,"Egor Beroev, Detlev Buck, Anastasiya Mikulchina, Pavel Priluchnyy, Dinnmukhamed Akhimov, Sayora Safari, Arman Asenov",,,2013,16+,105 min,"Drama, Romance, Suspense","Marat is a fishing-boat captain, who gets in a prison. 10 years later he gets free and comes home, but there is nor the sea and no the village at the spot, but only a steppe."
s4963,TV Show,True Friend,,"Elena Borozenets, Kateryna Tyshkevich, Galina Kobzar-Slobodyuk, Vitaliy Kudryavtsev",,,2020,16+,1 Season,Drama,"The life of Katya Smolina, a music teacher, is terribly shaken - her husband Andrey dies in a car accident. Her best friend who was in the same car with him is in ICU. Katya takes Inna's daughter, seven-year-old Masha, into her home. Katya herself cannot have children so the loss of her husband hits her really hard as nothing is left from their love."
s4964,Movie,Toys Storage 2,"Christine Arnold, Conor Reed, Brian Watson, Christian Washington, Mike Shiell, Kris Yim, Michaela Wadzinski, Natasha Cánepa Borrero, Emily Kimes, Nick Chuang, RJ JJ Jegatheva, Christopher Satola, Eunkyun ko, Anthony Leigh, Diana Reichenbach, Robin Tremblay, Marta Topolska","Marianna Novak, Dante White Aliano, Todd Waring, Madeline Dorroh",,,2021,13+,99 min,"Animation, Kids","Don't Lose Heart is the story about a young girl on the day of her heart transplant, but her transplant cooler gets lost in transit and must make it back to her before time runs out. Here is this story...and a few other stories too."
s4965,Movie,Tomorrow's Star,Esther Veronin,"Jerry C, Maggie Chang, Stephanie Hesterberg, Lara Veronin",,,2018,16+,82 min,"Arts, Entertainment, and Culture, Drama, Music Videos and Concerts","A singer with big dreams sacrifices everything for fame, and loses herself and her real friends along the way. She discovers that being true to herself is the golden key to happiness and success. With hit music and video from Lara Veronin and Jerry C."
s4966,Movie,Technoland Musicland,Pipalupa Animation,,,,2021,ALL,43 min,"Animation, Kids","In Technolandia, together with Gusi and his robot friend B-TO, children will learn all about the professions in a city full of robots. The magical and educational adventures of Armonía and her musical friends will lead children to explore shapes, words and sounds in Musicalia."
s4967,Movie,Skin Traffik,Ara Paiaya,"Gary Daniels, Mickey Rourke, Eric Roberts, Daryl Hannah, Michael Madsen, Jeff Fahey, Dominique Swain, Alan Ford",,,2015,R,97 min,Action,A jaded ex-hitman goes on a violent vendetta against human traffickers to save a young girl after meeting a brutal pimp and his controlled victim.
s4968,Movie,Red wine night,Josep María Nunes,"Serena Vergano, Enrique Irazoqui",,,1967,18+,94 min,Drama,"Mid 60's...A young boy and a girl, both depressed, meet in a bar. Although they do not know each other, they start a tour at night through the bars in the city of Barcelona. As the night progresses, both are getting to know better each other and maybe fall in love..."
s4969,Movie,Quilombo,Carlos Diegues,,,,1984,18+,120 min,"Action, Arthouse, Drama","This historical saga is a stirring fusion of folklore, political impact and dynamic story-telling, realized in vibrant tropical colors and set to the pulsing beat of Gilberto Gil's musical score. After the slave revolt of 1641, groups of enslaved black Brazilians escaped to mountainous jungle strongholds where they formed self-governing communities."
s4970,Movie,Prema Kiligal,Mohan Bammidi,"Satya Dev, Priya Lal, Rahul Ramakrishna, Priyadarshi",,,2020,13+,118 min,"Drama, Romance","Sirisha aspires to major in music but has to promise her father that she would marry the man he chooses if she wants to move to the city and learn violin. While in Hyderabad, she has to share accommodation with Sadasivam, a man allergic to noise. Prema Kiligal Story revolves around these two contrast personalities who constantly try to annoy each other but end up falling for each other."
s4971,Movie,Paquete #3,Alfredo Hueck,"Valentín Alemán, Leandro Arvelo, Daniela Bascopé, Beto Benites",,,2015,16+,100 min,"Comedy, Drama","A Peruvian taxi driver flees from the justice of his country and comes to Venezuela. He meets a guy who offers him a job for a Russian gangster. Like quicksand, he become trapped in a world of blood and ambition that makes him realize how much life is really worth and what death costs."
s4972,Movie,Nau Mahine Nau Divas,Jaysingh,"Sanjay Narvekar, Makarand Anaspure, Nirmiti Sawant, Pooja Naik, Pradeep Patwardhan, Gautami Devasthali, Kamalakar Satpute, Kasturi Sarang",,,2009,13+,131 min,Comedy,"The Deshmukh family have a history of adoption, as the women in the family have failed to conceive for seven generations. This time, Mrs. Deshmukh (Nirmiti Sawant) is determined not to let her adopted son adopt a child."
s4973,TV Show,Lynx,,"Anastasia Ivanova, Vlad Nikityuk, Anastasia Tsymbalaru",,,2020,16+,1 Season,Drama,"They met in a summer camp when they were 14. Beautiful Anya, lanky Sasha and Lynx. Sasha started calling her that because of her last name Ryseva (""rys"" means ""lynx"" in Ukrainian) and red hair even though her real name was Marina. All three of them were inseparable for the whole summer. And after many years the destiny has brought all three of them together again..."
s4974,Movie,Hoop Soldiers,Chris Rogers,"Tank Jones, Cassandra King",,,2001,R,99 min,"Action, Sports","While investigating her brother's death, a lawyer uncovers an illegal basketball league where the games are often fatal."
s4975,Movie,Gubbacchi Goravanka,Mohan Bammidi,"Satya Dev, Priya Lal, Rahul Ramakrishna, Priyadarshi",,,2020,13+,118 min,"Drama, Romance","Sirisha aspires to major in music but has to promise her father that she would marry the man he chooses if she wants to move to the city and learn violin. While in Hyderabad, she has to share accommodation with Sadasivam, a man allergic to noise. Prema Kiligal Story revolves around these two contrast personalities who constantly try to annoy each other but end up falling for each other."
s4976,Movie,First Love,Takashi Miike,"Masataka Kubota, Sakurako Konishi, Shota Sometani",,,2019,,108 min,"Action, Arthouse, Romance","The film is the prolific auteur, Takashi Miike, at his most fun and anarchic, a noir-tinged yakuza film blending genres in the story of a young boxer and a call girl, who fall passionately in love while getting innocently caught up in a drug-smuggling scheme over the course of one night in Tokyo."
s4977,Movie,Favourite Nursery Rhymes,Neil Benn,,,,2021,ALL,33 min,"Animation, Kids",18 sing-a-long animated and classic nursery rhymes. A must for all pre-schoolers.
s4978,Movie,"El Cid, The Legend",Pablo Chamorro González,"Jordi Tamarit Belda, José Polo, Diego Jimeno",,,2020,ALL,63 min,Documentary,"Rodrigo Díaz de Vivar, whom History knows as El Cid Campeador, is an essential figure to understand the Middle Ages. His legend has endured throughout the centuries to become a myth. In this documentary we will discover his character as a military leader, a mercenary or a undefeated hero in hundred battles, but also as the man, with his virtues but also with his defects."
s4979,TV Show,Deadly Game,,,,,2016,ALL,1 Season,Documentary,"To go from cute to killer is no easy feat, but that's life! From the day of their birth, predatory animals suffer through long, tough training until they are well equipped to go in for the kill. Every second, something can go wrong in the wild. Animals must use their wits and instincts to guide them. The lucky ones learn to avoid problems, the others will have to start thinking of escape."
s4980,Movie,Cut The Rope: Om Nom Stories - Cooking and Shopping,"Arthur Merkulov, Nikita Yurov, Vladimir Gerasimov",Om Nom,,,2021,ALL,44 min,"Animation, Kids","Om Nom and family enjoy all stages of preparing a good meal: going shopping for the ingredients or finding them, washing the vegetables and fruit, slicing, dicing and stirring. Watch their adventures at the supermarket and in the kitchen in this yummy compilation!"
s4981,Movie,Chasing,K. Veerakumar,"Varalaxmi Sarathkumar, Bala Saravanan",,,2021,13+,109 min,"Action, Comedy",A cop from Chennai sets out to nab a dreaded drug racket based out of Malaysia
s4982,Movie,After You're Gone,Anna Matison,"Sergey Bezrukov, Anastasia Bezrukova, Karina Andolenko, Vladimir Menshov, Tamara Akulova",,,2016,16+,111 min,"Arts, Entertainment, and Culture, Drama","Aleksey Temnikov is a renowned ballet dancer, and an acknowledged genius whose career was cut abruptly short after sustaining an injury back in the '90s. Twenty years later, Aleksey discovers that his condition is degenerative, and that he will soon lose the ability to walk. For him, this means only one thing - death. Before this happens, Aleksey sets out to choreograph a ballet."
s4983,Movie,Obsessive Comedic Disorder,Udit Jawarani,,,,2016,18+,80 min,"Arts, Entertainment, and Culture, Comedy","Partly personal and partly observational, Obsessive Comedic Disorder (OCD) is a comedy show that will take you on a hilarious journey about the everyday struggles that Sapan is facing right now."
s4984,Movie,My Blind Brother,Sophie Goodhart,"Adam Scott, Nick Kroll, Jenny Slate, Zoe Kazan",,,2016,R,85 min,"Comedy, Drama",A slacker (Nick Kroll) and his blind athlete brother (Adam Scott) compete for the love of the same woman (Jenny Slate) in this hilarious comedy.
s4985,Movie,"Love, Rosie",Christian Ditter,"Lily Collins, Sam Claflin, Christian Cooke, Jamie Winstone, Suki Waterhouse",,,2015,R,103 min,"Comedy, Drama","Love, Rosie is a heart-warming, modern comedy-of-errors about Rosie and Alex. As each navigates the complexities of life, love, and everything in between, they always find their way back to each other - but is it just friendship, or something more?"
s4986,Movie,In Search of Doc Holliday,Dana Celeste Robinson,"Dr. Gary L. Roberts, Victoria Wilcox, Bill Dunn, Dr. Patrick Allitt",,,2016,13+,75 min,Documentary,"In 1881, John Henry 'Doc' Holliday rose to infamy at the famous gunfight at the OK Corral in Tombstone, Arizona. In this documentary, we trace Holliday's roots from his life during the Civil War and Reconstruction Georgia, to dental school in Philadelphia, and onwards to the Wild West. Join us as we go in search of the real ""Doc"" Holliday."
s4987,Movie,Imprisoned | Laurence Fishburne,Paul Kampf,"Laurence Fishburne, Juan Pablo Raba, Juana Acosta, Edward James Olmos, Esai Morales, Ana Isabelle, Jon Huertas, John Heard",,,2020,R,104 min,"Action, Suspense","In the thriller, IMPRISONED, Dylan Burke (Juan Pablo Raba), attempts to move on from his former life as a criminal, with his true love, Maria (Juana Acosta). He soon realizes that his past will continue to haunt him, when he learns the new local prison warden, Daniel Calvin (Laurence Fishburne), has not forgiven him for an old crime."
s4988,Movie,Hal King,Myron Davis,"Tyrik Ballard, Sharaé Moultrie, Ryan Shaw, Darien Dean, Eric Roberson, Tony McLendon Sr., Dion Davis, Sophia Nicole Stephens, Tarrey Torae, Antonio C. McLendon Jr., Larob K. Payton, Caleb Alexander Wrigh, Jacob Bates, Alvin Frazier, Brady Hill, Keith Benford, Cameron Woods, Esjae, Angela S. Arnold",,,2021,16+,114 min,Romance,"Hal King is part of the 1950s beatnik jazz scene; running with drug addicts and fast women. But after being drafted for the Korean War, he may be forced to choose between carrying his father's political legacy, and the woman he loves."
s4989,TV Show,Ekaterina: The Rise of Catherine the Great,,"Marina Aleksandrova, Aleksandr Yatsenko, Rinal Mukhametov, Yuliya Aug",,,2014,16+,1 Season,Drama,"The life of the Russian Empress Ekaterina II (Catherine the Great), a German born princess who came to Russia as a bride for the young Peter III, chosen by his aunt Elisabeth, and who, once she came into power, transformed the Russian empire."
s4990,TV Show,Cruising the Cut,,,,"May 9, 2021",2021,13+,4 Seasons,"Documentary, Special Interest","Another magical year spent cruising the British canals, with relaxing trips along the beautiful Ashby canal, the wild Caldon canal, and the stunning Macclesfield canal."
s4991,Movie,Before/During/After,"Stephen Kunken, Jack Lewars","Finnerty Steeves, Jeremy Davidson, John Pankow, Richard Masur, Kristine Sutherland, Susan Blackwell, Miriam Shor, John Ellison Conlee, Kate Burton, Deborah Rush, Austin Pendleton, Marin Hinkle, Liza Colón-Zayas, Dave Ahdoot, Deirdre O'Connell, Kathleen Chalfant, Myra Lucretia Taylor, Opal Alladin, Meghan Rafferty, Miles G Jackson, Vivian Mar Mignone, Alexis McGuiness, J. Alphonse Nicholson, Kate Hampton, Brian Russell, Artisha Mann, Brenda Pressley, Gia Crovatin, Karmay Ngai, Ildi Silva, Liv Rooth, Joey Parsons, Jasmin Walker, Naomi Kunken, Emily Ackerman",,,2021,16+,83 min,"Comedy, Drama",This sharp-witted dramedy studies a middle-aged NYC theatre actress suddenly forced to figure out the kind of person she wants to be in real life when her marriage comes to an end after she catches her husband cheating.
s4992,Movie,About Hope,David D. Dietrich,"Justin Ray, Christine Juarbe, Aaron Groben",,,2021,13+,92 min,"Comedy, Drama","A man who has been searching for his true love his whole life finally meets ""Mrs. Right,"" a friend-of-the-family with a wonderful young daughter. But when a wealthy and beautiful woman offers him a glimpse into an extravagant lifestyle (if only he'll give up his morals in return) his family and his faith will guide him to learn that it's not only true love that makes us whole."
s4993,Movie,A Marriage of Convenience,James Keach,"Jane Seymour, James Brolin, Kari Matchett, Shirley Knight, David Kaye",,,1998,13+,91 min,"Drama, Kids, Romance","Successful businesswoman Chris Winslow gives up her career to raises her deceased sister's son. Eight years later the boy's father who was unaware of his son's existence arrives. They decide to enter into a marriage of convenience in order to not upset the child, though they soon find, that they may just be in love after all."
s4994,Movie,Turned Out,Tyrone TIZAK Jackson,"TAYKOLA GAINEY, PATRICIA RODRIGUEZ, CHENAE SINCLAIR, J.D McCARTHY, NATHANIEL FLAGG, JEROME COLEMAN, ALI GREEN, NYZINGAH AMIN, NICOLE LOUISE, TIKIE CRUMP, KEISHA SEALS, KEVIN WALL, ETIENNE GREEN, RUBEN, JOE BLUNT Sr., RONNIE EDWARDS, RAY MERCIFA, A.J. WILLIAMS, TYRONE JACKSON",,,2019,18+,132 min,"Comedy, Drama, LGBTQ",3 best friends whom which are all having relationship issues. Diamond(lesbian)who is getting cheated on by her girlfriend is being shown interest by a persistent man (Jersey)who will not give up. Poochie (curious) who is in love with her other best friend (Shay) knowing that she is only interested in men tries to figure out a way to let her know without causing any problems within their friendship
s4995,Movie,The Ride,Alex Ranarivelo,"Shane Graham, Ludacris, Sasha Alexander",,,2018,PG-13,98 min,"Drama, Special Interest",Streaming Exclusively on Prime Video - The inspiring story of a BMX champion who overcame an abusive childhood through the love and life lessons of his interracial foster family.
s4996,Movie,The Neon Demon,Nicolas Winding Refn,"Elle Fanning, Jena Malone, Abbey Lee, Bella Heathcote, Karl Glusman, Keanu Reeves","United States, Belgium, Denmark, France",,2016,R,117 min,"Horror, Suspense","When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a gropup a beauty-obsessed women who will use any means necessary to get what she has."
s4997,Movie,Spelling my Germany,Martin Pfeil,"Suzan Demircan, Njamy Sitson, Jennifer Mulinde-Schmid, Ronald Hansch, Thomas Hinrich, Antonello Belcuore, Bobet Nlombi Nsi Keto, Anna Maria Jordan",,,2010,16+,86 min,"Drama, Romance","A love story between migrants who not only have to fight for integration in Germany but also with the different mentality. The focus is the friendship between the German born Turkish woman, Jack, who has gone through an arranged marriage and the African asylum seeker, Fesal, who has been threatened with deportation. A cinematic plea for the mutual respect and recognition of the cultural diversity."
s4998,Movie,Love You Right,Christina Faith,"Mark J.P. Hood, Milaya S. Gregory, Maysa Naima, Don Cephas",,,2021,18+,110 min,"Arts, Entertainment, and Culture, Drama","When a series of events causes Will Clay's career as a successful R&B artist to hit rock-bottom, he is forced to heal and come to grips with lessons on loyalty and love."
s4999,Movie,Lionheart,Sheldon Lettich,"Jean Claude Van Damme, Ashley Johnson, Brian Thompson, Billy Blanks, Lawrence Bender",,,1991,R,105 min,"Action, Adventure",An Ex-French Solider begins participating in underground street fights in order to make money for his brother's family.
s5000,TV Show,Life's Rewards,,"Sebastian Rocha, Jared Wofford, Katie Cross, Jorge Diaz, Kelly Castro, Celines  Estevez, Nicolas Sellar, Laura Ault, Jeremy King, Matthew McGee, Neveah Cable, Adrien Perez, Dustin McClease, Alex Gailey, Nick Sloan, Dennis Mallen",,,2021,13+,1 Season,"Comedy, Drama","Privileged son of a high-profile wealth manager, Dan had it easy until he waged everything on a big gamble and lost. His clients, friends, and the hotel employees recognize Dan for who he really is: a naive yet ambitious narcissist. Stranded while traveling for work, Dan is forced to live off the only two assets he has left: his unquestionable charisma and a massive cache of hotel points."
s5001,Movie,Istha Sakhi,Bharath Parepally,"Ajay, Real Star Srihari, Anusmurithi, Varun, Madhu Vinjamoori",,,2021,16+,131 min,"Drama, Romance","There mischievous boys(Hero's) together create a painting of beautiful lady and named ISHTASAKHI,. They Found such lady in city and love her all.finally that lady(Heroin) married whom and why out of Three Hero's. Watch on Screen."
s5002,Movie,Forbidden Secrets,Richard Roy,"Kristy Swanson, David Kelley, Christopher Bondy, Charles Powell, Marianne Farley",,,2005,13+,89 min,"Drama, Suspense","Alexandra, in the midst of a divorce from her controlling husband Dan, moves back into her family home with the help of an old friend of the family and psychiatrist; Sam. She has not been back home since she was six years old, to the place where tragedy struck her mother and beloved aunt. Haunted by her memories of the past, strange things begin happening."
s5003,Movie,Broken Vows (2016),Bram Coppens,"Matt Riedy, Rene Ashton, Lacey Hannan, Wes Bentley, Emily Robinson",,,2016,R,91 min,"Horror, Suspense","After a woman hooks up with a New Orleans bartender on her bachelorette party, he grows obsessed and follows her to California. When he learns she's about to get married, the psychotic man plots his violent revenge."
s5004,Movie,Without a Paddle: Nature's Calling,Ellory Elkayem,"Oliver James, Kristopher Turner, Amber McDonald, Rik Young, Jerry Rice, Madison Riley",United States,,2009,PG-13,91 min,"Action, Adventure, Comedy","Zach talks Ben into taking off time to go on an adventure of a lifetime. Our two fiends head out on the river, along with an uptight Brit to find Ben's long lost love."
s5005,TV Show,Troy The Train,,,,"May 11, 2021",2017,ALL,1 Season,"Animation, Kids, Special Interest","Troy the Train is the fastest train in the world! He makes sure that new vehicles arrive safely in Car City, and join the Car Team! Every day, Troy the train meets new friends, who follow him in amazing adventures."
s5006,Movie,The Quiet Man,John Ford,"John Wayne, Maureen O'Hara, Barry Fitzgerald, Ward Bond, Victor McLaglen",,,1952,13+,129 min,"Comedy, Drama","An American ex-boxer returns to Ireland to win the hand of a spirited young woman. He is confronted by local customs and the woman's belligerent brother. Set in the verdant Irish countryside, this film has beautiful scenery and local charm."
s5007,Movie,The Hunt,JD Cohen,"Imogen Bailey, Tasneem Roc",,,2020,16+,92 min,Horror,"The victims of the Hunt, kidnapped by a dark organisation are forced into sick torture games in an abandoned military base. They face unspeakable horror, unless they can outwit their abductors. The hunt is on: 5 victims, 5 killers, 1 aim... to survive."
s5008,Movie,The Climbers,Daniel Lee,"Wu Jing, Zhang Ziyi, Jackie Chan",,,2019,13+,123 min,"Action, Drama",he Climbers is a cinematic retelling of the first Chinese climbers to summit Mount Everest. The perilous journey takes its toll on the mountaineers forcing them to make life or death decisions at every turn.
s5009,TV Show,Solos,,"Uzo Aduba, Nicole Beharie, Morgan Freeman",United States,,2021,NR,1 Season,"Drama, Fantasy, Science Fiction","Solos is a seven-part anthology series that explores the strange, beautiful, heart-breaking, hilarious, wondrous truths of what it means to be human. Performed by eight of the finest actors of our time, this anthology series spans our present and future and illuminates that even during our most isolated moments we are all connected through the human experience."
s5010,Movie,Shark!,Majaja,,,,2021,16+,93 min,Action,"When two estranged brothers reunite after years apart, they have much more to worry about than just clashing personalities. A magical muse brings their unfinished childhood script to life and soon a poorly rendered shark is floating through their neighborhood, thirsty for blood! As the brothers flee through the night, they're forced to face their broken bond and dashed dreams."
s5011,Movie,Romance Analyst,Rachel Wortell,"Lily Meyer, Peter Vack, Eleanore Pienta, Jeff Kahn, Theodore Bouloukos, Sam Morrison, Flora Wildes, Amy Zimmer, Joe Wortell, Michele Hierholzer, Emma Holtzman, Greta Holtzman, Becky Abrams, Eamon Monaghan, Phillip Gabriel, Lenny Alter",,,2019,16+,92 min,"Comedy, Suspense","A comedy about a platonic love triangle between a woman, her best friend, and her therapist."
s5012,Movie,Penelope,Agustin Adba,"Cumelen Sanz, Juan Barberini, Sergio Pangaro",,,2018,18+,67 min,Romance,"In the vain world of art, innocence perishes. This is Penelope's revelation, a young woman who after getting involved in a spiral of surface encounters, arrives into a world of new and exciting experiences, in a sort of moral abyss in which she will get more and more absorbed/involved."
s5013,Movie,NWA & Eazy-E: Kings of Compton,"Mike Corbera, Andre Relis","Chris Oliver, Ice Cube, Rasheed Stephens, Tyler Wilson",,,2017,13+,80 min,Documentary,A brand new inside look at one of the most controversial musical acts of all time who pioneered gangsta rap and west coast hip hop featuring the testimony of those who experienced it all.
s5014,Movie,Nizhal,Appu N. Bhattathiri,"Kunchacko Boban, Nayanthara, Divya Prabha",India,,2021,ALL,124 min,Suspense,"John Baby, who is recouping from a traumatic accident, meets Nitin, a young boy who interests him with murder stories. When Baby explores the possibility of Nitin's stories by mapping the events, it matches with the real-time incidents."
s5015,Movie,Mobutu's African Movie Theater: Episode 5,Prince Mabutu Nayabing,,,,2021,18+,85 min,Action,Life in the village.
s5016,Movie,Max Cloud,Martin Owen,"Scott Adkins, Tommy Flanagan, LaShana Lynch, Isabelle Allen, Franz Drameh",,,2020,7+,89 min,"Action, Kids","When teen gamer Sarah finds an ""easter egg"" and accidentally opens a portal into her favorite side-scroller, she becomes trapped in a notorious intergalactic prison, home to the galaxy's most dangerous villains. To escape, she must finish the game with a little help from her not-so-savvy friend on the outside...or remain a 16-bit character forever."
s5017,Movie,Majili (Kannada),Shiva Nirvana,"Naga Chaitanya Akkineni, Samantha Akkineni, Divyansha Kaushik, Subbaraju, Rao Ramesh",,,2019,13+,151 min,"Drama, Romance","After being abandoned by his lover, Anshu, Poorna takes to alcohol and is forced to marry his neighbor, Sravani. However, he soon discovers her unrequited love for him and falls for her."
s5018,Movie,Loli Paradicka,"Richard Staviarsky, Viťo Staviarsky","Michal Ilkanin, Kamila Mitrášová",,,2019,13+,88 min,Comedy,"Milan, a fairground salesman, discovers that Veronka has stolen one of his caramel cakes; since she was hungry, he takes pity on her and decides to buy her lunch. In return, Veronka offers him her services as a sales assistant and they instantly fall for each other. Veronka does not mind that Milan has had only one leg from birth. Milan does not mind that Veronka is a gypsy."
s5019,Movie,Loaded Dice,Matt Green,"Tom Savini, Derek Renyolds",,,2002,,91 min,Action,"Zane is a down-and-out gambler who's in over his head. With just thirty-six hours to repay his debt, Zane finds himself in the middle of a high-stakes game of cat-and-mouse. Pit against a mafia strongarm, a group of assassins and a killer known as ""The Bishop,"" Zane must stay alive long enough to find out who wants him dead and why."
